altitude,date_time,device_info_serial,direction,latitude,longitude,speed_2d
-2,2014-04-03 01:24:00+00,851,164.723812579065,43.6816925,-7.3183974,0.819084855189009
4,2014-04-03 01:53:51+00,851,-67.0978150140098,43.6808926,-7.3144567,0.870976463516667
5,2014-04-03 02:24:08+00,851,-84.0564012473903,43.680169,-7.3130712,0.270185121722126
1,2014-04-03 02:54:07+00,851,82.7713335294467,43.6763155,-7.3154288,0.503289181286465
-1,2014-04-03 03:09:19+00,851,-165.469389619197,43.6759441,-7.315049,0.572800139664787
5,2014-04-03 03:24:14+00,851,-149.880117633452,43.67568,-7.3147158,0.327566787083184
-1,2014-04-03 03:39:10+00,851,39.1301963589186,43.6760176,-7.3165181,1.73954016912516
0,2014-04-03 03:54:07+00,851,44.6634692045187,43.6758571,-7.3171104,0.305286750449475
0,2014-04-03 04:09:05+00,851,-146.926766382243,43.6755043,-7.3172962,1.02883429180797
1,2014-04-03 04:23:59+00,851,177.426684043135,43.6753135,-7.3178402,0.641950153828161
-18,2014-04-03 04:39:05+00,851,-86.6411379473919,43.6762974,-7.3202003,5.75195618898475
6,2014-04-03 05:30:38+00,851,-30.8023336528368,43.6767015,-7.3222335,0.892692556258872
23,2014-04-03 05:45:48+00,851,-171.765508658287,43.6698336,-7.3355009,4.92724060707411
10,2014-04-03 06:01:02+00,851,23.027570133746,43.6561646,-7.3458487,0.0806225774829855
7,2014-04-03 06:16:33+00,851,7.95797124719518,43.6562332,-7.3459272,0.487647413609464
16,2014-04-03 06:31:26+00,851,57.4147920075796,43.6562351,-7.3458765,0.854283325366942
0,2014-04-03 06:46:21+00,851,-51.1895310893462,43.6561053,-7.3453152,0.626498204307083
-11,2014-04-03 07:01:26+00,851,47.2032774593103,43.6562255,-7.3452152,1.78941331167509
13,2014-04-03 07:16:33+00,851,-2.91617085773348,43.6561185,-7.3452785,0.501597448159378
-26,2014-04-03 07:31:32+00,851,-4.5777243470519,43.6562987,-7.3453369,5.33816447854504
29,2014-04-03 07:46:25+00,851,-142.221298161184,43.6559625,-7.3452399,1.32230858728211
1,2014-04-03 08:01:19+00,851,93.0249509603005,43.6559906,-7.3333775,0.295465734053883
0,2014-04-03 08:16:14+00,851,118.714768636412,43.6567986,-7.3326872,0.210237960416286
64,2014-04-03 08:31:11+00,851,155.928904166385,43.6284939,-7.284844,8.95737126616956
92,2014-04-03 08:46:07+00,851,104.655948699879,43.5815413,-7.1850556,13.2681950543395
31,2014-04-03 09:01:33+00,851,-107.757512096764,43.5596873,-7.1122396,1.19096599447675
17,2014-04-03 09:17:03+00,851,-107.747819587056,43.5596574,-7.1126523,0.317647603485372
44,2014-04-03 09:32:02+00,851,82.9886632261563,43.5618998,-7.0977912,13.3500037453178
530,2014-04-03 09:46:59+00,851,32.0848802183609,43.5812118,-6.9850599,9.34608474175149
106,2014-04-03 10:03:03+00,851,106.300592713664,43.5718769,-6.8245814,13.4377713926082
152,2014-04-03 10:36:44+00,851,63.6026562490746,43.5989909,-6.5206238,14.2655529160282
127,2014-04-03 10:51:51+00,851,93.3119025558693,43.6171922,-6.3793465,14.9513477653354
15,2014-04-03 11:07:10+00,851,156.419394731068,43.6329311,-6.2698777,0.83198557679806
79,2014-04-03 11:22:49+00,851,70.2688121884742,43.6477062,-6.1961682,14.7062503718657
58,2014-04-03 11:38:08+00,851,165.216576541373,43.6690472,-6.1731998,8.35517803520667
6,2014-04-03 11:53:04+00,851,-172.425287322729,43.67011,-6.1639628,0.284429253066558
28,2014-04-03 12:08:00+00,851,153.574885946962,43.6549113,-6.0650363,9.02854362563531
2,2014-04-03 12:23:39+00,851,9.38980269293726,43.6678172,-6.0222943,0.361386219991853
121,2014-04-03 12:38:40+00,851,80.274826080005,43.6571903,-5.9023011,15.9166485165691
196,2014-04-03 12:53:37+00,851,158.173439413649,43.6667532,-5.7268185,9.28233268095903
189,2014-04-03 13:08:34+00,851,-102.652094570196,43.5879088,-5.6485854,8.38680511279474
182,2014-04-03 13:23:32+00,851,72.8826486148822,43.5614194,-5.5970144,9.98438781298082
0,2014-04-03 13:38:28+00,851,-144.89753974383,43.5534706,-5.5093316,1.03855669079738
28,2014-04-03 13:53:21+00,851,106.24815753488,43.5574935,-5.4950101,13.2401850440241
44,2014-04-03 14:08:17+00,851,177.947009832579,43.541789,-5.3857018,5.74460616578717
15,2014-04-03 14:23:21+00,851,-70.700906732328,43.5341254,-5.3809845,1.1822859214251
5,2014-04-03 14:39:00+00,851,66.6713812160638,43.533931,-5.3804721,0.17
8,2014-04-03 14:53:50+00,851,-46.9186489855757,43.5338173,-5.3804734,0.280178514522438
78,2014-04-03 15:08:46+00,851,148.163881445945,43.5369389,-5.3767055,10.4169909282863
116,2014-04-03 15:23:45+00,851,-41.9402631769584,43.5356795,-5.3818238,9.23482539087773
12,2014-04-03 15:38:39+00,851,-19.8754050256095,43.5353856,-5.3835806,1.03392456204503
-100,2014-04-03 15:53:35+00,851,32.1152431396001,43.5425111,-5.3852558,2.08925824157762
-4,2014-04-03 16:08:30+00,851,101.357650340644,43.5425102,-5.3835521,2.84429253066558
73,2014-04-03 16:23:26+00,851,-77.8030356494795,43.542292,-5.3827877,0.176918060129541
98,2014-04-03 16:38:22+00,851,-7.87533384912547,43.5413799,-5.3826226,0.910219753685889
314,2014-04-03 16:53:23+00,851,111.84118611846,43.543756,-5.3003202,18.4077429360582
388,2014-04-03 17:08:17+00,851,137.230266542895,43.5070068,-5.2347279,10.6813107809856
191,2014-04-03 17:23:19+00,851,150.592137503081,43.4766299,-5.0713166,9.80114789195633
35,2014-04-03 17:39:57+00,851,80.0183901045374,43.4659366,-4.9063645,17.6638755656849
5,2014-04-03 18:13:20+00,851,-48.4752236444561,43.4127742,-4.7146545,0.721248916810278
25,2014-04-03 18:28:39+00,851,-57.2831267454217,43.4127571,-4.714669,0.257099202643649
10,2014-04-03 18:43:54+00,851,-63.1488646214462,43.4127075,-4.7146688,0.502493781056044
45,2014-04-03 18:59:06+00,851,91.0327894155571,43.4135411,-4.7115259,15.0994635666304
11,2014-04-03 19:14:22+00,851,45.0312256248252,43.4554451,-4.5845387,14.4349090748782
0,2014-04-03 19:29:19+00,851,74.8662451758337,43.4591911,-4.5668388,0.290688837074973
3,2014-04-03 19:44:14+00,851,-139.061170814515,43.4577808,-4.5644225,0.164012194668567
5,2014-04-03 19:59:14+00,851,102.660419772013,43.4568149,-4.5621415,1.04004807581188
1,2014-04-03 20:14:06+00,851,32.9222564347652,43.4567012,-4.5634101,1.65496223521868
-7,2014-04-03 20:29:05+00,851,130.818073250323,43.4552253,-4.5591638,2.40416305603426
0,2014-04-03 20:44:32+00,851,12.0669747513931,43.4538142,-4.5551228,0.543415126767741
-2,2014-04-03 21:00:39+00,851,10.8235514138441,43.4618759,-4.5399482,5.68578930316627
-13,2014-04-03 21:30:40+00,851,-58.0912458380056,43.4631469,-4.5377883,2.73967151315628
3,2014-04-03 22:00:42+00,851,131.783602681245,43.4607254,-4.5566396,0.66407830863536
6,2014-04-03 22:31:08+00,851,142.339235517362,43.4577814,-4.5455485,0.505667875190821
4,2014-04-03 23:01:07+00,851,143.0558310498,43.4556146,-4.5339501,2.10440015206234
-8,2014-04-03 23:31:48+00,851,-38.2324229362753,43.4542436,-4.5212281,1.66108398342769
-1,2014-04-04 00:02:49+00,851,104.842745281693,43.4523817,-4.5116269,1.34301898720755
-3,2014-04-04 00:32:49+00,851,-74.0330615794936,43.4509914,-4.4991439,3.80616604997733
2,2014-04-04 01:02:40+00,851,83.2136400612227,43.4506069,-4.4882409,0.56
-1,2014-04-04 01:32:32+00,851,-17.5201464944872,43.4480493,-4.4752581,1.70355510624106
-11,2014-04-04 02:02:23+00,851,-57.1618369210935,43.4464333,-4.4592192,7.12404379548582
-1,2014-04-04 02:32:29+00,851,78.56848093952,43.4439299,-4.446281,0.976165969494942
1,2014-04-04 03:01:38+00,851,117.126281616634,43.4424741,-4.4351531,0.858661749468322
4,2014-04-04 03:16:30+00,851,117.651045041742,43.4419882,-4.4290761,0.901997782702375
-6,2014-04-04 03:31:27+00,851,-141.028838211061,43.4415196,-4.4232043,0.467546789102438
2,2014-04-04 03:46:25+00,851,107.905582549302,43.4415161,-4.4172662,0.420594816896262
-6,2014-04-04 04:01:20+00,851,52.631920908049,43.4419969,-4.4118915,0.872009174263666
2,2014-04-04 04:16:16+00,851,105.605395684252,43.4425902,-4.4068512,1.58268758761797
-3,2014-04-04 04:31:11+00,851,-76.7591657307677,43.44337,-4.4019467,2.72620615508072
0,2014-04-04 04:46:06+00,851,-83.3694525346312,43.4441483,-4.3969654,3.62604467705515
11,2014-04-04 05:01:03+00,851,177.223068430173,43.445399,-4.392456,0.0854400374531753
33,2014-04-04 05:16:15+00,851,79.7660194801772,43.4629083,-4.3621167,10.2831755795571
96,2014-04-04 05:31:25+00,851,96.454611315604,43.4878098,-4.2589318,14.8063229736488
-42,2014-04-04 05:46:35+00,851,-117.109132107856,43.5078785,-4.140394,4.66495444779475
188,2014-04-04 06:20:56+00,851,109.084956445169,43.5094634,-3.9560794,11.1174907240798
30,2014-04-04 06:36:34+00,851,35.9367427004046,43.5314847,-3.813558,11.8461639360596
238,2014-04-04 06:51:32+00,851,134.714103086815,43.6003543,-3.7721686,6.53954891410715
97,2014-04-04 07:06:31+00,851,47.8685010237059,43.685303,-3.680032,14.1035491986946
514,2014-04-04 07:21:40+00,851,56.870689827793,43.7760122,-3.5813381,11.3023227701212
367,2014-04-04 07:36:32+00,851,26.7473564830125,43.8825332,-3.491507,12.2304946751961
618,2014-04-04 07:51:42+00,851,40.0033513716753,43.9838852,-3.4018854,10.9703691824842
142,2014-04-04 08:06:45+00,851,30.4090376328486,44.0800189,-3.3051361,14.0367660093057
106,2014-04-04 08:21:44+00,851,36.2593706819173,44.163168,-3.1998218,14.3134132896385
191,2014-04-04 08:36:53+00,851,38.1668386077838,44.2564372,-3.0949529,14.3764008013132
228,2014-04-04 08:52:03+00,851,44.8977424238007,44.3492379,-2.9928291,12.4257877013894
151,2014-04-04 09:06:55+00,851,41.4190963592679,44.4399772,-2.886153,12.876183440756
124,2014-04-04 09:21:52+00,851,42.8884407655297,44.5237207,-2.778295,11.9845233530583
115,2014-04-04 09:36:49+00,851,40.1440103299153,44.6010922,-2.6644918,10.7017194880075
157,2014-04-04 09:51:45+00,851,48.7604221961214,44.6693842,-2.5331973,12.8780782727859
248,2014-04-04 10:06:43+00,851,105.721288547226,44.7411153,-2.4201043,15.3141666439934
230,2014-04-04 10:21:40+00,851,56.0000977014858,44.8188229,-2.2980631,13.2231312479307
10,2014-04-04 10:36:33+00,851,130.035266974004,44.8782238,-2.1902071,15.3453217626741
512,2014-04-04 10:51:30+00,851,41.3374068752065,44.8921945,-2.1336639,16.5267328894733
177,2014-04-04 11:06:28+00,851,55.3846201974481,44.9616,-2.0127625,17.3623097541773
-8,2014-04-04 11:21:21+00,851,67.7868298856646,45.0276419,-1.866805,17.4420755645651
-7,2014-04-04 11:36:17+00,851,-77.3381335141529,45.0463696,-1.7673403,2.7507271765844
125,2014-04-04 11:51:19+00,851,57.735665854677,45.1037569,-1.6535265,14.4776793720541
120,2014-04-04 12:07:06+00,851,51.6202274110973,45.1850238,-1.5277357,14.8257377556734
120,2014-04-04 12:22:18+00,851,35.8458244011801,45.2680048,-1.4187668,10.6738043826932
69,2014-04-04 12:37:30+00,851,37.2735592975852,45.3566427,-1.3562533,12.0138461784726
75,2014-04-04 12:52:42+00,851,46.2769523776852,45.4312434,-1.2513506,13.8727682889898
104,2014-04-04 13:07:51+00,851,-73.5771883191452,45.5153922,-1.1884032,12.5394178493262
11,2014-04-04 13:23:04+00,851,-15.6091585298198,45.5968597,-1.1568711,5.17746076759641
0,2014-04-04 13:38:38+00,851,-173.728615651289,45.6010432,-1.1553267,0.0707106781186548
-1,2014-04-04 13:53:34+00,851,-154.610385219531,45.6010494,-1.1553333,0.497694685525172
1,2014-04-04 14:08:30+00,851,32.4079861796734,45.6011063,-1.1552992,0.198494332412792
13,2014-04-04 14:23:26+00,851,-153.368450855354,45.6011614,-1.1552481,0.630713881248859
51,2014-04-04 14:38:24+00,851,31.4860769881228,45.6147811,-1.1513641,12.6500750985913
134,2014-04-04 14:53:20+00,851,-37.3167861958566,45.6814687,-1.1698427,7.60338082697427
461,2014-04-04 15:08:18+00,851,82.2693789906168,45.7140802,-1.1998258,9.91542233089443
480,2014-04-04 15:23:15+00,851,87.9979587994762,45.7712014,-1.1802773,10.1365576010794
319,2014-04-04 15:38:09+00,851,52.3831626173865,45.8328158,-1.162529,8.0478879216848
71,2014-04-04 15:53:07+00,851,29.7257517162182,45.9247162,-1.1291766,17.1853920525544
45,2014-04-04 16:26:48+00,851,44.5726876579081,46.026329,-0.9889834,14.3234527960265
227,2014-04-04 16:42:05+00,851,8.69486566980443,46.0784091,-0.9230049,13.2598831065738
276,2014-04-04 16:57:05+00,851,-6.72374796947389,46.1366165,-0.8815434,6.81448457331881
490,2014-04-04 17:12:04+00,851,7.33883150140575,46.1925054,-0.8452828,11.8395354638601
97,2014-04-04 17:27:32+00,851,26.768839570422,46.2901486,-0.795339,12.9225771423505
166,2014-04-04 18:01:45+00,851,-55.2972604258345,46.4972355,-0.7190116,5.37157332631697
215,2014-04-04 18:16:52+00,851,13.8082608986603,46.5865538,-0.7017306,12.2285608311036
291,2014-04-04 18:31:55+00,851,27.3442477194649,46.6872995,-0.6532181,12.0974749431441
289,2014-04-04 18:47:39+00,851,-6.5941400167445,46.7812976,-0.615601,7.03300789136483
327,2014-04-04 19:02:40+00,851,19.212979819497,46.8703109,-0.5675401,9.27948813243489
460,2014-04-04 19:17:59+00,851,21.2970268439823,46.9628921,-0.5066061,10.1266578889582
475,2014-04-04 19:33:08+00,851,12.4049373487723,47.0510635,-0.4525062,7.12800112233437
685,2014-04-04 19:48:29+00,851,12.5687207069668,47.1436938,-0.3993838,9.68397129281164
646,2014-04-04 20:03:40+00,851,26.8232103697518,47.2334574,-0.338496,10.7188805385637
674,2014-04-04 20:18:48+00,851,33.6608387297386,47.3196768,-0.264667,12.7686373587787
681,2014-04-04 20:33:57+00,851,10.8470319059984,47.4158858,-0.215468,9.92084673805618
604,2014-04-04 20:48:52+00,851,32.5465302728694,47.5146749,-0.1473491,11.9869345539216
-364,2014-04-04 21:18:46+00,851,40.5720652173332,47.6859053,0.0529437,11.1319405316414
859,2014-04-04 21:48:57+00,851,6.32050444662595,47.8732759,0.2110743,10.2410595154994
756,2014-04-04 22:19:32+00,851,-86.0058817978869,48.0320909,0.1758552,7.99052563978115
778,2014-04-04 22:49:35+00,851,23.5068855603626,48.200323,0.2078515,10.7598745345845
804,2014-04-04 23:19:34+00,851,23.8082661146803,48.4124529,0.3632231,13.4441697400769
875,2014-04-04 23:49:37+00,851,32.7777635946433,48.5968914,0.5589574,12.3008333051058
760,2014-04-05 00:19:41+00,851,32.5030415718032,48.7813541,0.7273392,10.3175190816397
816,2014-04-05 00:49:40+00,851,33.6505193384123,48.9567927,0.947396,10.3425818826829
712,2014-04-05 01:19:57+00,851,16.3091615722599,49.1232683,1.1611054,9.6474867193482
520,2014-04-05 01:49:50+00,851,12.4383255496146,49.3057224,1.259537,9.20758383073431
490,2014-04-05 02:19:43+00,851,2.37452253894806,49.4820013,1.4093989,7.55291996515255
435,2014-04-05 02:49:48+00,851,20.6499115718011,49.6464289,1.5298869,11.9243658112287
524,2014-04-05 03:05:02+00,851,38.1220010677785,49.7358435,1.5840077,14.9668700802806
451,2014-04-05 03:20:12+00,851,30.7886032635903,49.8041241,1.6656405,15.6975698756209
342,2014-04-05 03:35:23+00,851,33.781201266893,49.8772557,1.7546339,19.5387947427675
362,2014-04-05 03:50:53+00,851,46.8678284230222,49.9530542,1.8436856,11.6916936326608
385,2014-04-05 04:06:18+00,851,32.9153555247875,50.0284056,1.9360427,9.49989473625892
175,2014-04-05 04:36:16+00,851,15.6390651435374,50.1668631,2.0350032,8.6208236265452
365,2014-04-05 04:51:22+00,851,13.0589700150627,50.2427754,2.1004313,8.50116462609683
315,2014-04-05 05:06:36+00,851,33.8819407493938,50.3265811,2.148889,9.18416572150133
378,2014-04-05 05:21:36+00,851,13.6967854633863,50.4112656,2.2143139,11.6352266845129
171,2014-04-05 05:36:33+00,851,1.02588339554028,50.4989835,2.2229469,10.27124627297
40,2014-04-05 05:51:31+00,851,30.7113250589042,50.5948,2.311067,13.9912115272409
51,2014-04-05 06:21:33+00,851,-33.8495330111051,50.6026629,2.5343053,2.99205614920576
57,2014-04-05 06:36:32+00,851,106.80828923371,50.6043881,2.549394,13.1893631385295
120,2014-04-05 06:51:27+00,851,142.951683242415,50.5407798,2.6461926,10.4338008414959
104,2014-04-05 07:06:42+00,851,-113.763824120718,50.4619046,2.6758038,8.86036116645366
141,2014-04-05 07:21:37+00,851,-156.477197059822,50.4272033,2.626216,1.58861574963866
138,2014-04-05 07:36:34+00,851,-10.0312197147422,50.4281855,2.628484,0.874757109145161
141,2014-04-05 07:52:03+00,851,-119.128730662804,50.4281187,2.6285222,0.394588393138977
156,2014-04-05 08:06:54+00,851,6.46648623295397,50.4285197,2.6259985,0.120415945787923
165,2014-04-05 08:21:52+00,851,-53.8687121608001,50.4279481,2.625623,6.43003110412384
124,2014-04-05 08:36:46+00,851,-137.173253449196,50.4281927,2.6280904,1.38452157801892
146,2014-04-05 08:51:42+00,851,-63.5835538118685,50.4282331,2.6281385,1.03870111196629
129,2014-04-05 09:06:40+00,851,171.955086016462,50.4280597,2.6280551,1.16661904664719
115,2014-04-05 09:21:43+00,851,-161.885492985043,50.4285065,2.6279101,2.13927557832085
154,2014-04-05 09:37:03+00,851,-110.820095849879,50.4284639,2.6264926,0.272946881279124
468,2014-04-05 09:52:02+00,851,72.1874573559927,50.4725744,2.6720449,11.6649560650694
725,2014-04-05 10:07:23+00,851,70.0696618522293,50.5128374,2.7623561,15.9829471625229
685,2014-04-05 10:22:24+00,851,9.50422043089649,50.5694778,2.8823442,14.0465404993543
591,2014-04-05 10:37:22+00,851,64.6696351490512,50.5966574,3.007098,8.13338797795851
530,2014-04-05 10:52:17+00,851,35.6542247324496,50.6613248,3.1431487,18.414790251317
620,2014-04-05 11:07:16+00,851,14.025406618953,50.7300913,3.2194903,18.0589257709311
383,2014-04-05 11:22:11+00,851,41.5640298630592,50.8262734,3.2799269,15.6206946068349
505,2014-04-05 11:37:09+00,851,122.047027519714,50.8466657,3.3296626,8.08447895661805
789,2014-04-05 11:52:30+00,851,-16.4220075839093,50.9270431,3.3272159,21.7733139416121
282,2014-04-05 12:07:28+00,851,-12.9379768505694,50.9909911,3.295164,13.8539416773711
31,2014-04-05 12:22:23+00,851,55.1926111088884,51.0339874,3.2931792,0.563560112144215
93,2014-04-05 12:37:18+00,851,74.5700085993956,51.0401705,3.2957681,11.5316954521007
533,2014-04-05 12:52:16+00,851,-0.739324494462841,51.1011357,3.3499734,11.237802276246
127,2014-04-05 13:07:17+00,851,-43.8019176271036,51.1740752,3.3504431,6.53440892506736
346,2014-04-05 13:22:10+00,851,-34.1190143871496,51.2277875,3.2905238,10.1729543398169
196,2014-04-05 13:37:05+00,851,-34.0950271789425,51.2925159,3.2237295,11.7949565493053
26,2014-04-05 13:51:59+00,851,7.91910172240664,51.3406693,3.1829891,2.81215220071745
19,2014-04-05 14:23:26+00,851,158.837608235446,51.3410932,3.1830834,0.0854400374531753
10,2014-04-05 14:53:51+00,851,-86.7560754131208,51.3411879,3.1825117,0.890224690738243
14,2014-04-05 15:44:09+00,851,-31.5096393291128,51.3408362,3.1822305,0.322024843762092
-1,2014-04-05 16:15:38+00,851,-55.9802615816815,51.3408323,3.1821559,0.559732078766261
5,2014-04-05 16:46:56+00,851,142.258757236178,51.3406328,3.1825385,2.02800394476934
-2,2014-04-05 17:17:49+00,851,-94.2661437808919,51.340564,3.1821843,0.528866712887094
7,2014-04-05 17:48:48+00,851,154.54009500945,51.3406156,3.1823698,0.544058820349418
39,2014-04-05 18:19:05+00,851,74.8319672860868,51.3407726,3.1818676,0.10816653826392
18,2014-04-05 18:52:08+00,851,102.589232837019,51.3531166,3.1803203,0.294278779391243
20,2014-04-05 19:22:38+00,851,71.2279210761151,51.3530333,3.1804017,0.158113883008419
18,2014-04-05 19:52:46+00,851,-143.2679690245,51.3542365,3.1825665,0.342052627529741
21,2014-04-05 20:23:26+00,851,46.2754874768449,51.3551593,3.1839442,0.214009345590327
1,2014-04-05 20:53:27+00,851,25.0335793760954,51.3588906,3.1843701,0.340587727318528
-2,2014-04-05 21:23:27+00,851,71.5501389254408,51.3596326,3.1847777,0.117046999107196
0,2014-04-05 21:53:19+00,851,-141.582726666144,51.3599183,3.1842841,1.5065523555456
0,2014-04-05 22:23:56+00,851,-177.450541085886,51.3597051,3.1834476,0.120415945787923
-1,2014-04-05 22:54:01+00,851,-14.1471289201793,51.3599077,3.1832841,0.266833281282527
22,2014-04-05 23:24:32+00,851,-95.500526100433,51.3554035,3.1843947,0.138924439894498
18,2014-04-05 23:55:33+00,851,143.234065777353,51.3551729,3.1844691,0.587281874401041
19,2014-04-06 00:25:20+00,851,-64.5866698683595,51.3551812,3.184231,5.15454168670698
11,2014-04-06 00:55:25+00,851,-114.261550272944,51.3551434,3.1842793,1.55219199843318
13,2014-04-06 01:25:38+00,851,-31.6955754512174,51.3551127,3.1843189,0.192353840616713
5,2014-04-06 01:55:31+00,851,-42.824119077417,51.3551375,3.1843391,2.52810205490206
15,2014-04-06 02:25:38+00,851,13.1100412828722,51.3550359,3.1841359,0.0806225774829855
-21,2014-04-06 02:55:43+00,851,-115.321291937668,51.3549452,3.183808,7.142023522784
23,2014-04-06 03:25:37+00,851,-163.255695209983,51.3453823,3.1802943,2.45081619057815
37,2014-04-06 04:32:37+00,851,123.888080636904,51.3455118,3.1797382,5.65192002774278
-30,2014-04-06 05:03:30+00,851,-81.4909003825412,51.3389329,3.2058881,1.19603511654132
4,2014-04-06 05:35:48+00,851,-60.3361053632029,51.3406386,3.1823867,1.65559656921606
5,2014-04-06 06:06:26+00,851,150.14219233914,51.3406299,3.1826606,0.245967477524977
7,2014-04-06 06:36:16+00,851,-141.191973002778,51.3404118,3.1828858,0.785684415016615
9,2014-04-06 07:06:06+00,851,-83.5949338425736,51.3406563,3.1821944,1.6461470165207
16,2014-04-06 07:36:17+00,851,-90.8006569033018,51.3395371,3.1833825,0.746324326281812
8,2014-04-06 08:06:38+00,851,41.0161618451744,51.3406948,3.1822556,0.186010752377383
8,2014-04-06 08:36:30+00,851,-164.868940757316,51.3406771,3.1824584,0.308706980808663
16,2014-04-06 09:06:40+00,851,175.502930460283,51.3409091,3.1836357,0.878635305459552
12,2014-04-06 09:36:30+00,851,168.282698806721,51.3408828,3.1831824,0.286530975637888
15,2014-04-06 10:09:06+00,851,79.7389818766643,51.320622,3.234321,13.6620532863842
-17,2014-04-06 10:39:13+00,851,169.001919515798,51.2310871,3.2859525,0.5131276644267
33,2014-04-06 11:09:32+00,851,-104.938989147813,51.2116375,3.2765403,9.82041241496507
47,2014-04-06 11:41:47+00,851,163.95681543295,51.1457683,3.2844713,5.59557861172551
32,2014-04-06 12:12:09+00,851,176.076980853163,51.0702518,3.2790138,3.17529526186149
28,2014-04-06 12:42:38+00,851,-106.516329702554,51.046695,3.2676244,0.0424264068711929
24,2014-04-06 13:12:32+00,851,63.5363920412363,51.0465845,3.2673356,0.567274184147313
18,2014-04-06 13:42:38+00,851,-37.2300196042262,51.0475014,3.2762757,0.760591874792257
81,2014-04-06 14:12:32+00,851,-127.752197265762,51.0637112,3.2304937,7.47653663135546
46,2014-04-06 14:44:13+00,851,-14.4271736738298,51.2527493,3.2182015,12.1802668279476
2,2014-04-06 15:15:08+00,851,-57.6745192912439,51.3408339,3.1827413,0.134164078649987
6,2014-04-06 15:45:05+00,851,74.9511202475862,51.3406548,3.1822432,2.33445925216098
6,2014-04-06 16:15:38+00,851,-37.2870180038614,51.340747,3.183307,0.223606797749979
0,2014-04-06 16:46:50+00,851,25.6886918646783,51.3406952,3.1830542,3.2600766862146
22,2014-04-06 17:17:08+00,851,-105.998701950678,51.3406344,3.183021,0.12369316876853
17,2014-04-06 17:47:43+00,851,-81.1330563620412,51.3407054,3.1830606,1.82980873317404
-1,2014-04-06 18:17:37+00,851,-40.7169583051921,51.3408189,3.1831002,2.85674640106538
48,2014-04-06 18:47:27+00,851,-42.0609949987564,51.3502322,3.1698723,9.99302256577058
12,2014-04-06 19:17:36+00,851,-28.413620284457,51.3504168,3.1777503,1.52502458996568
4,2014-04-06 19:47:28+00,851,-37.0472084247515,51.349926,3.1769826,4.94098168383571
16,2014-04-06 20:18:08+00,851,-3.44082526724426,51.3497746,3.1770466,0.0905538513813742
14,2014-04-06 20:48:23+00,851,-90.1911164868523,51.3497707,3.1769074,3.58235955761004
38,2014-04-06 21:18:25+00,851,152.620391711926,51.3527516,3.1798168,8.60774070241431
10,2014-04-06 21:48:19+00,851,164.743356783453,51.3539606,3.1816615,5.3896660378914
9,2014-04-06 22:18:09+00,851,-44.4043390589056,51.3539352,3.1818028,2.31224998648503
32,2014-04-06 22:48:34+00,851,-37.7400039280295,51.3535633,3.1816033,0.781024967590665
15,2014-04-06 23:18:55+00,851,-22.8010882461351,51.3536819,3.1813351,0.202237484161567
15,2014-04-06 23:48:47+00,851,-158.917177827492,51.3546256,3.1831533,0.65299310869258
18,2014-04-07 00:18:57+00,851,-176.844162622839,51.3545119,3.1832079,1.52328592194637
5,2014-04-07 00:48:49+00,851,-44.885197677627,51.3539647,3.1821532,1.45086181285469
12,2014-04-07 01:18:50+00,851,-58.5827336885463,51.3541566,3.1816422,7.65065356685297
8,2014-04-07 01:49:06+00,851,-86.8937939600351,51.3541269,3.1820821,1.78
15,2014-04-07 02:19:32+00,851,53.0321732837783,51.3504178,3.1776489,0.0721110255092798
9,2014-04-07 02:49:19+00,851,-96.5936473038407,51.3503523,3.177401,1.43558350505988
-4,2014-04-07 03:19:10+00,851,30.500905848099,51.3452524,3.1803078,3.97246774687977
-1,2014-04-07 03:49:18+00,851,131.450970084886,51.3451084,3.1801372,0.414366987102013
3,2014-04-07 04:19:38+00,851,-74.9720553545356,51.3402381,3.1832447,0.0509901951359279
8,2014-04-07 04:49:35+00,851,-41.4023534863194,51.3410139,3.1835585,2.07800384985206
6,2014-04-07 05:19:43+00,851,-72.2073614153211,51.3406111,3.182359,0.164012194668567
21,2014-04-07 05:49:35+00,851,167.452183992261,51.3198522,3.1977239,6.14115624292364
-7,2014-04-07 06:19:31+00,851,151.731212237872,51.2901656,3.2116757,0.958018788959799
12,2014-04-07 06:49:35+00,851,135.142771445738,51.2945067,3.2337279,2.31821051675641
38,2014-04-07 07:19:28+00,851,-165.348187970356,51.309546,3.2463863,7.32480716469724
-1,2014-04-07 07:49:38+00,851,108.151423096172,51.2867968,3.2909825,0.300665927567458
1,2014-04-07 08:19:57+00,851,-59.523851180862,51.2868789,3.2912302,0.662193325245732
35,2014-04-07 08:50:09+00,851,92.3097945099357,51.2829171,3.293543,9.2339482346394
31,2014-04-07 09:20:00+00,851,-175.544204608708,51.2843107,3.2888866,7.20336032695852
25,2014-04-07 09:50:06+00,851,-132.175444807438,51.240777,3.3089273,7.7854351195036
82,2014-04-07 10:20:14+00,851,-170.2863224496,51.1789995,3.3296179,4.86557293645877
82,2014-04-07 10:50:12+00,851,157.988228786708,51.0883095,3.344217,1.5138031576133
40,2014-04-07 11:20:01+00,851,-134.880244503689,51.0486406,3.3255149,10.3793111524802
332,2014-04-07 11:50:22+00,851,140.684289442487,50.95834,3.310095,9.85829599880223
273,2014-04-07 12:20:38+00,851,-159.562169485073,50.8627903,3.2736391,6.92953822415318
